Sample in Buffer,Sample in Window,TRIGGER,design_1_i/system_ila_0/inst/probe0_1,design_1_i/system_ila_0/inst/probe1_1,design_1_i/system_ila_0/inst/probe2_1,design_1_i/system_ila_0/inst/probe3_1[31:0],design_1_i/system_ila_0/inst/probe4_1[63:0],design_1_i/system_ila_0/inst/probe5_1[15:0],design_1_i/system_ila_0/inst/net_slot_0_axis_tdata[15:0],design_1_i/system_ila_0/inst/net_slot_0_axis_tvalid,design_1_i/system_ila_0/inst/net_slot_0_axis_tlast,design_1_i/system_ila_0/inst/net_slot_1_axis_tdata[31:0],design_1_i/system_ila_0/inst/net_slot_1_axis_tvalid,design_1_i/system_ila_0/inst/net_slot_1_axis_tlast,design_1_i/system_ila_0/inst/net_slot_2_axis_tdata[127:0],design_1_i/system_ila_0/inst/net_slot_2_axis_tvalid,design_1_i/system_ila_0/inst/net_slot_2_axis_tready,design_1_i/system_ila_0/inst/net_slot_2_axis_tlast,design_1_i/system_ila_0/inst/net_slot_3_axis_tdata[127:0],design_1_i/system_ila_0/inst/net_slot_3_axis_tvalid,design_1_i/system_ila_0/inst/net_slot_3_axis_tlast,design_1_i/system_ila_0/inst/net_slot_4_axis_tdata[127:0],design_1_i/system_ila_0/inst/net_slot_4_axis_tvalid,design_1_i/system_ila_0/inst/net_slot_4_axis_tlast,design_1_i/system_ila_0/inst/net_slot_5_axis_tdata[15:0],design_1_i/system_ila_0/inst/net_slot_5_axis_tvalid,design_1_i/system_ila_0/inst/net_slot_5_axis_tready,design_1_i/system_ila_0/inst/net_slot_5_axis_tlast,design_1_i/system_ila_0/inst/net_slot_6_axis_tdata[15:0],design_1_i/system_ila_0/inst/net_slot_6_axis_tvalid,design_1_i/system_ila_0/inst/net_slot_6_axis_tlast,design_1_i/system_ila_0/inst/net_slot_7_axis_tdata[63:0],design_1_i/system_ila_0/inst/net_slot_7_axis_tvalid,design_1_i/system_ila_0/inst/net_slot_7_axis_tlast,design_1_i/system_ila_0/inst/net_slot_8_axis_tdata[31:0],design_1_i/system_ila_0/inst/net_slot_8_axis_tvalid,design_1_i/system_ila_0/inst/net_slot_8_axis_tready,design_1_i/system_ila_0/inst/net_slot_8_axis_tlast,design_1_i/system_ila_0/inst/net_slot_9_axis_tdata[63:0],design_1_i/system_ila_0/inst/net_slot_9_axis_tvalid,design_1_i/system_ila_0/inst/net_slot_9_axis_tlast,Interface_(i1:s0)_(cordic_0_M_AXIS_DOUT)[2:0],Interface_(i1:s1)_(cordic_average_0_m_axis_cartesian)[2:0],Interface_(i1:s2)_(usp_rf_data_converter_0_m01_axis)[2:0],Interface_(i1:s3)_(PostCordicExtension_0_m_axis)[2:0],Interface_(i1:s4)_(sync_axis_power_mod_0_m_axis)[2:0],Interface_(i1:s5)_(axis_tlast_gen_3_m_axis)[2:0],Interface_(i1:s6)_(cic_compiler_2_M_AXIS_DATA)[2:0],Interface_(i1:s7)_(iq_split_0_m_axis_i)[2:0],Interface_(i1:s8)_(axis_data_fifo_0_M_AXIS)[2:0],Interface_(i1:s9)_(iq_split_0_m_axis_q)[2:0],T_Channel_(i1:s0)_(cordic_0_M_AXIS_DOUT)[2:0],T_Channel_(i1:s1)_(cordic_average_0_m_axis_cartesian)[2:0],T_Channel_(i1:s2)_(usp_rf_data_converter_0_m01_axis)[2:0],T_Channel_(i1:s3)_(PostCordicExtension_0_m_axis)[2:0],T_Channel_(i1:s4)_(sync_axis_power_mod_0_m_axis)[2:0],T_Channel_(i1:s5)_(axis_tlast_gen_3_m_axis)[2:0],T_Channel_(i1:s6)_(cic_compiler_2_M_AXIS_DATA)[2:0],T_Channel_(i1:s7)_(iq_split_0_m_axis_i)[2:0],T_Channel_(i1:s8)_(axis_data_fifo_0_M_AXIS)[2:0],T_Channel_(i1:s9)_(iq_split_0_m_axis_q)[2:0]
1300,1300,0,0,0,0,00000004,01330198017d00eb,0030,07fb,1,0,002f007b,1,0,01a00133003e0198ffb4017dfea200eb,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,00003662000036620000366200003662,1,0,fe71,0,0,0,fe71,0,0,01330198017d00eb,1,0,40e80030,0,1,0,01a0003effb4fea2,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1301,1301,0,0,0,0,00000004,01860165007e0034,0030,08ab,1,0,000600a6,1,0,ffee0186ff3d0165fe81007e001f0034,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,00003661000036610000366100003661,1,0,fe71,0,0,0,fe71,0,0,01860165007e0034,1,0,40e80030,0,1,0,ffeeff3dfe81001f,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1302,1302,0,0,0,0,00000004,010a002f008b015b,0030,efb5,1,0,ffb90073,1,0,feb4010aff3c002f0147008b00e6015b,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,00003660000036600000366000003660,1,0,fe71,0,0,0,fe71,0,0,010a002f008b015b,1,0,40e80030,0,1,0,feb4ff3c014700e6,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1303,1303,0,0,0,0,00000004,00220121018e0178,0030,ff5b,1,0,00030063,1,0,fff6002201950121005e018effb50178,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,00003660000036600000366000003660,1,0,fe71,0,0,0,fe71,0,0,00220121018e0178,1,0,40e80030,0,1,0,fff60195005effb5,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1304,1304,0,0,0,0,00000004,014f018d016e008f,0030,083a,1,0,00330089,1,0,00fa014ffffe018dff49016efe99008f,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,0000365f0000365f0000365f0000365f,1,0,fe71,0,0,0,fe71,0,0,014f018d016e008f,1,0,40e80030,0,1,0,00fafffeff49fe99,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1305,1305,0,0,0,0,00000004,01880118003d0070,0030,0164,1,0,ffdb009b,1,0,ffc60188fec20118ff14003d01220070,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,0000365e0000365e0000365e0000365e,1,0,fe71,0,0,0,fe71,0,0,01880118003d0070,1,0,40e80030,0,1,0,ffc6fec2ff140122,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1306,1306,0,0,0,0,00000004,00b60020010b01c3,0030,f21e,1,0,ffd70069,1,0,fe7a00b6ffc4002001a4010b008201c3,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,0000365d0000365d0000365d0000365d,1,0,fe71,0,0,0,fe71,0,0,00b60020010b01c3,1,0,40e80030,0,1,0,fe7affc401a40082,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1307,1307,0,0,0,0,00000004,0051013d01910162,0030,fd9b,1,0,000c0074,1,0,00f4005100fd013d00160191ff5e0162,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,0000365c0000365c0000365c0000365c,1,0,fe71,0,0,0,fe71,0,0,0051013d01910162,1,0,40e80030,0,1,0,00f400fd0016ff5e,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1308,1308,0,0,0,0,00000004,019e01890134004f,0030,0c98,1,0,002c0090,1,0,0098019effcb0189fece0134fee8004f,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,0000365c0000365c0000365c0000365c,1,0,fe71,0,0,0,fe71,0,0,019e01890134004f,1,0,40e80030,0,1,0,0098ffcbfecefee8,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1309,1309,0,0,0,0,00000004,017900c0001900f5,0030,fafc,1,0,ffc30095,1,0,ff6d0179fe9300c0ffad0019019400f5,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,0000365b0000365b0000365b0000365b,1,0,fe71,0,0,0,fe71,0,0,017900c0001900f5,1,0,40e80030,0,1,0,ff6dfe93ffad0194,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1310,1310,0,0,0,0,00000004,0053005d013b0180,0030,f00d,1,0,ffe80068,1,0,fec900530101005d012a013b00190180,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,0000365a0000365a0000365a0000365a,1,0,fe71,0,0,0,fe71,0,0,0053005d013b0180,1,0,40e80030,0,1,0,fec90101012a0019,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1311,1311,0,0,0,0,00000004,00e40191018d0142,0030,04d3,1,0,0021006d,1,0,01a400e400a90191ffd5018dfeed0142,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,00003659000036590000365900003659,1,0,fe71,0,0,0,fe71,0,0,00e40191018d0142,1,0,40e80030,0,1,0,01a400a9ffd5feed,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1312,1312,0,0,0,0,00000004,018d016e00d60023,0030,09e3,1,0,002100a8,1,0,002a018dff89016efe8a00d6ff680023,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,00003658000036580000365800003658,1,0,fe71,0,0,0,fe71,0,0,018d016e00d60023,1,0,40e80030,0,1,0,002aff89fe8aff68,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1313,1313,0,0,0,0,00000004,013f00630049012c,0030,f2f6,1,0,ffb4007e,1,0,ff16013ffeae006300d10049013b012c,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,00003657000036570000365700003657,1,0,fe71,0,0,0,fe71,0,0,013f00630049012c,1,0,40e80030,0,1,0,ff16feae00d1013b,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1314,1314,0,0,0,0,00000004,001b00d4019c0185,0030,f904,1,0,fffa0062,1,0,ff41001b018a00d400db019cffd70185,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,00003657000036570000365700003657,1,0,fe71,0,0,0,fe71,0,0,001b00d4019c0185,1,0,40e80030,0,1,0,ff41018a00dbffd7,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1315,1315,0,0,0,0,00000004,011e0197018400d7,0030,0693,1,0,002f0082,1,0,014f011e003e0197ff8c0184febf00d7,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,00003656000036560000365600003656,1,0,fe71,0,0,0,fe71,0,0,011e0197018400d7,1,0,40e80030,0,1,0,014f003eff8cfebf,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1316,1316,0,0,0,0,00000004,01850158007d003f,0030,068b,1,0,fffb00a2,1,0,ffdc0185ff270158fe7f007d00a9003f,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,00003655000036550000365500003655,1,0,fe71,0,0,0,fe71,0,0,01850158007d003f,1,0,40e80030,0,1,0,ffdcff27fe7f00a9,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1317,1317,0,0,0,0,00000004,00fc001700b40186,0030,f104,1,0,ffc50073,1,0,fec600fcff1a0017015500b400f50186,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,00003654000036540000365400003654,1,0,fe71,0,0,0,fe71,0,0,00fc001700b40186,1,0,40e80030,0,1,0,fec6ff1a015500f5,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1318,1318,0,0,0,0,00000004,002d010701770188,0030,fcbb,1,0,00050069,1,0,007e002d0148010700540177ff8f0188,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,00003654000036540000365400003654,1,0,fe71,0,0,0,fe71,0,0,002d010701770188,1,0,40e80030,0,1,0,007e01480054ff8f,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1319,1319,0,0,0,0,00000004,018201a5015f0091,0030,0bb1,1,0,00350086,1,0,010e0182ffec01a5ff39015ffe7f0091,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,00003653000036530000365300003653,1,0,fe71,0,0,0,fe71,0,0,018201a5015f0091,1,0,40e80030,0,1,0,010effecff39fe7f,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1320,1320,0,0,0,0,00000004,0171010f002b0095,0030,0125,1,0,ffd600a2,1,0,ffaa0171fecb010ffedd002b01370095,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,00003652000036520000365200003652,1,0,fe71,0,0,0,fe71,0,0,0171010f002b0095,1,0,40e80030,0,1,0,ffaafecbfedd0137,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1321,1321,0,0,0,0,00000004,0099002700f9018b,0030,ee4d,1,0,ffd10068,1,0,fe86009900460027015c00f90069018b,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,00003651000036510000365100003651,1,0,fe71,0,0,0,fe71,0,0,0099002700f9018b,1,0,40e80030,0,1,0,fe860046015c0069,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1322,1322,0,0,0,0,00000004,0088017801850155,0030,0104,1,0,00120068,1,0,01240088012e0178fff30185ff5f0155,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,00003650000036500000365000003650,1,0,fe71,0,0,0,fe71,0,0,0088017801850155,1,0,40e80030,0,1,0,0124012efff3ff5f,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1323,1323,0,0,0,0,00000004,017c019d01240033,0030,0b69,1,0,0034009b,1,0,0073017cffb2019dfed30124fed30033,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,00003650000036500000365000003650,1,0,fe71,0,0,0,fe71,0,0,017c019d01240033,1,0,40e80030,0,1,0,0073ffb2fed3fed3,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1324,1324,0,0,0,0,00000004,015600a4002500dc,0030,f884,1,0,ffb9008e,1,0,ff720156fe9300a400160025015c00dc,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,0000364f0000364f0000364f0000364f,1,0,fe71,0,0,0,fe71,0,0,015600a4002500dc,1,0,40e80030,0,1,0,ff72fe930016015c,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1325,1325,0,0,0,0,00000004,0042006f01870193,0030,f416,1,0,ffee005f,1,0,fea6004200f4006f0159018700040193,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,0000364e0000364e0000364e0000364e,1,0,fe71,0,0,0,fe71,0,0,0042006f01870193,1,0,40e80030,0,1,0,fea600f401590004,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1326,1326,0,0,0,0,00000004,00df018101ae0141,0030,0344,1,0,001e0079,1,0,017700df00930181ffb601aefee40141,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,0000364d0000364d0000364d0000364d,1,0,fe71,0,0,0,fe71,0,0,00df018101ae0141,1,0,40e80030,0,1,0,01770093ffb6fee4,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1327,1327,0,0,0,0,00000004,01a0016c00bd0022,0030,097b,1,0,001400a9,1,0,001401a0ff7f016cfe8700bdffff0022,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,0000364c0000364c0000364c0000364c,1,0,fe71,0,0,0,fe71,0,0,01a0016c00bd0022,1,0,40e80030,0,1,0,0014ff7ffe87ffff,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1328,1328,0,0,0,0,00000004,0147005900580162,0030,f387,1,0,ffc3007d,1,0,fef20147fe99005900d10058015a0162,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,0000364b0000364b0000364b0000364b,1,0,fe71,0,0,0,fe71,0,0,0147005900580162,1,0,40e80030,0,1,0,fef2fe9900d1015a,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1329,1329,0,0,0,0,00000004,001b00ba01800189,0030,f8c4,1,0,fff6006b,1,0,ffa8001b015300ba00a90180ffcf0189,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,0000364b0000364b0000364b0000364b,1,0,fe71,0,0,0,fe71,0,0,001b00ba01800189,1,0,40e80030,0,1,0,ffa8015300a9ffcf,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1330,1330,0,0,0,0,00000004,017401b6017300dd,0030,096b,1,0,002e007b,1,0,01890174002f01b6ff850173fe8b00dd,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,0000364a0000364a0000364a0000364a,1,0,fe71,0,0,0,fe71,0,0,017401b6017300dd,1,0,40e80030,0,1,0,0189002fff85fe8b,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1331,1331,0,0,0,0,00000004,018f014100620042,0030,0634,1,0,fff900af,1,0,ffe0018fff140141fea5006200930042,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,00003649000036490000364900003649,1,0,fe71,0,0,0,fe71,0,0,018f014100620042,1,0,40e80030,0,1,0,ffe0ff14fea50093,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1332,1332,0,0,0,0,00000004,00f7002a00a00165,0030,eeac,1,0,ffc5006e,1,0,fe7900f7ff8d002a015700a000ac0165,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,00003648000036480000364800003648,1,0,fe71,0,0,0,fe71,0,0,00f7002a00a00165,1,0,40e80030,0,1,0,fe79ff8d015700ac,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1333,1333,0,0,0,0,00000004,0038014c01b40163,0030,fe1a,1,0,00010064,1,0,005d0038018c014c003a01b4ffa70163,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,00003647000036470000364700003647,1,0,fe71,0,0,0,fe71,0,0,0038014c01b40163,1,0,40e80030,0,1,0,005d018c003affa7,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1334,1334,0,0,0,0,00000004,01570194014c006e,0030,0b19,1,0,00390093,1,0,00ca0157ffe30194ff30014cfe97006e,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,00003647000036470000364700003647,1,0,fe71,0,0,0,fe71,0,0,01570194014c006e,1,0,40e80030,0,1,0,00caffe3ff30fe97,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1335,1335,0,0,0,0,00000004,0183010300280098,0030,fefb,1,0,ffce0094,1,0,ffa90183fe980103ff600028014c0098,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,00003646000036460000364600003646,1,0,fe71,0,0,0,fe71,0,0,0183010300280098,1,0,40e80030,0,1,0,ffa9fe98ff60014c,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1336,1336,0,0,0,0,00000004,0080002d013001c0,0030,f0dc,1,0,ffdd0068,1,0,fe8c0080001e002d01920130005301c0,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,00003645000036450000364500003645,1,0,fe71,0,0,0,fe71,0,0,0080002d013001c0,1,0,40e80030,0,1,0,fe8c001e01920053,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1337,1337,0,0,0,0,00000004,0085015c018f015b,0030,0184,1,0,00110073,1,0,013d008500e8015cfff1018fff41015b,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,00003644000036440000364400003644,1,0,fe71,0,0,0,fe71,0,0,0085015c018f015b,1,0,40e80030,0,1,0,013d00e8fff1ff41,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1338,1338,0,0,0,0,00000004,0197016f01120034,0030,0c09,1,0,002a0099,1,0,00580197ffc1016ffea60112ff300034,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,00003643000036430000364300003643,1,0,fe71,0,0,0,fe71,0,0,0197016f01120034,1,0,40e80030,0,1,0,0058ffc1fea6ff30,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1339,1339,0,0,0,0,00000004,01590092002d0121,0030,f7e4,1,0,ffbd0089,1,0,ff600159fe8200920000002d01a90121,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,00003642000036420000364200003642,1,0,fe71,0,0,0,fe71,0,0,01590092002d0121,1,0,40e80030,0,1,0,ff60fe82000001a9,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
1340,1340,0,0,0,0,00000004,003b00780145018b,0030,f267,1,0,fff10067,1,0,ff03003b0128007800fc0145fff9018b,1,1,0,e656ece5e656ece5e656ece5e656ece5,1,0,00003642000036420000364200003642,1,0,fe71,0,0,0,fe71,0,0,003b00780145018b,1,0,40e80030,0,1,0,ff03012800fcfff9,1,0,"Active","Active","Active","Active","Active","Inactive","Inactive","Active","_","Active","Stream Beat","Stream Beat","Stream Beat","Stream Beat","Stream Beat","No Streams","No Streams","Stream Beat","_","Stream Beat"
